id,client_id,number,dt_created,dt_modified,sale_sum,status_id
297,413,ORD_297,2015-03-24 00:00:00.000,2015-06-28 00:00:00.000,42372.00,6
298,752,ORD_298,2015-04-14 00:00:00.000,2015-04-25 00:00:00.000,70075.00,5
299,877,ORD_299,2015-03-21 00:00:00.000,2015-05-09 00:00:00.000,59065.00,4
300,391,ORD_300,2015-03-06 00:00:00.000,2015-05-25 00:00:00.000,49482.00,1
301,213,ORD_301,2015-05-23 00:00:00.000,2015-06-09 00:00:00.000,68270.00,4
302,475,ORD_302,2015-05-16 00:00:00.000,2015-06-21 00:00:00.000,28585.00,3
303,605,ORD_303,2015-05-15 00:00:00.000,2015-06-08 00:00:00.000,14823.00,2
304,253,ORD_304,2015-04-05 00:00:00.000,2015-05-13 00:00:00.000,74123.00,7
305,548,ORD_305,2015-06-29 00:00:00.000,2015-06-30 00:00:00.000,89792.00,2
306,399,ORD_306,2015-01-27 00:00:00.000,2015-05-25 00:00:00.000,89487.00,7
307,283,ORD_307,2015-05-01 00:00:00.000,2015-05-28 00:00:00.000,9724.00,2
308,138,ORD_308,2015-06-21 00:00:00.000,2015-06-29 00:00:00.000,15032.00,1
309,621,ORD_309,2015-03-15 00:00:00.000,2015-04-03 00:00:00.000,17051.00,3
310,710,ORD_310,2015-03-08 00:00:00.000,2015-05-31 00:00:00.000,94568.00,4
311,500,ORD_311,2015-05-17 00:00:00.000,2015-06-10 00:00:00.000,81486.00,1
312,545,ORD_312,2015-01-21 00:00:00.000,2015-04-25 00:00:00.000,85050.00,5
313,373,ORD_313,2015-04-08 00:00:00.000,2015-05-29 00:00:00.000,89361.00,5
314,157,ORD_314,2015-02-13 00:00:00.000,2015-05-03 00:00:00.000,75974.00,6
315,851,ORD_315,2015-02-08 00:00:00.000,2015-06-14 00:00:00.000,11981.00,3
316,488,ORD_316,2015-01-09 00:00:00.000,2015-01-09 00:00:00.000,32963.00,5
317,531,ORD_317,2015-03-19 00:00:00.000,2015-05-17 00:00:00.000,26608.00,3
318,474,ORD_318,2015-05-24 00:00:00.000,2015-06-01 00:00:00.000,51571.00,6
319,507,ORD_319,2015-04-30 00:00:00.000,2015-05-18 00:00:00.000,28016.00,7
320,717,ORD_320,2015-01-26 00:00:00.000,2015-02-02 00:00:00.000,51368.00,1
321,303,ORD_321,2015-06-10 00:00:00.000,2015-06-10 00:00:00.000,89932.00,7
322,227,ORD_322,2015-01-28 00:00:00.000,2015-05-29 00:00:00.000,68423.00,1
323,1017,ORD_323,2015-05-25 00:00:00.000,2015-06-04 00:00:00.000,23454.00,7
324,238,ORD_324,2015-03-02 00:00:00.000,2015-04-03 00:00:00.000,5500.00,3
325,224,ORD_325,2015-06-14 00:00:00.000,2015-06-18 00:00:00.000,8152.00,2
326,611,ORD_326,2015-06-28 00:00:00.000,2015-06-28 00:00:00.000,24391.00,1
327,349,ORD_327,2015-02-10 00:00:00.000,2015-05-30 00:00:00.000,2395.00,7
328,85,ORD_328,2015-06-08 00:00:00.000,2015-06-20 00:00:00.000,89231.00,4
329,322,ORD_329,2015-01-06 00:00:00.000,2015-06-02 00:00:00.000,62965.00,3
330,514,ORD_330,2015-04-19 00:00:00.000,2015-04-20 00:00:00.000,55808.00,2
331,897,ORD_331,2015-03-30 00:00:00.000,2015-05-17 00:00:00.000,59683.00,6
332,502,ORD_332,2015-05-30 00:00:00.000,2015-06-29 00:00:00.000,42146.00,6
333,919,ORD_333,2015-06-14 00:00:00.000,2015-06-24 00:00:00.000,32369.00,5
334,782,ORD_334,2015-05-14 00:00:00.000,2015-06-06 00:00:00.000,49094.00,2
335,797,ORD_335,2015-02-19 00:00:00.000,2015-02-26 00:00:00.000,74561.00,4
336,114,ORD_336,2015-05-29 00:00:00.000,2015-06-03 00:00:00.000,25942.00,5
337,338,ORD_337,2015-06-17 00:00:00.000,2015-06-22 00:00:00.000,31157.00,4
338,430,ORD_338,2015-06-26 00:00:00.000,2015-06-26 00:00:00.000,65912.00,7
339,926,ORD_339,2015-01-29 00:00:00.000,2015-04-05 00:00:00.000,87203.00,7
340,613,ORD_340,2015-06-28 00:00:00.000,2015-06-30 00:00:00.000,46076.00,1
341,708,ORD_341,2015-02-09 00:00:00.000,2015-05-18 00:00:00.000,43623.00,4
342,441,ORD_342,2015-06-04 00:00:00.000,2015-06-06 00:00:00.000,99995.00,3
343,29,ORD_343,2015-05-24 00:00:00.000,2015-06-15 00:00:00.000,8883.00,7
344,825,ORD_344,2015-03-14 00:00:00.000,2015-06-03 00:00:00.000,42500.00,4
345,815,ORD_345,2015-01-02 00:00:00.000,2015-05-09 00:00:00.000,33207.00,6
346,510,ORD_346,2015-06-11 00:00:00.000,2015-06-23 00:00:00.000,66517.00,1
347,689,ORD_347,2015-05-19 00:00:00.000,2015-05-31 00:00:00.000,64203.00,1
348,184,ORD_348,2015-03-20 00:00:00.000,2015-06-14 00:00:00.000,83923.00,4
349,319,ORD_349,2015-04-19 00:00:00.000,2015-06-05 00:00:00.000,65075.00,7
350,376,ORD_350,2015-06-21 00:00:00.000,2015-06-24 00:00:00.000,86836.00,6
351,460,ORD_351,2015-02-08 00:00:00.000,2015-05-16 00:00:00.000,11025.00,4
352,994,ORD_352,2015-04-02 00:00:00.000,2015-06-24 00:00:00.000,98498.00,1
353,374,ORD_353,2015-02-05 00:00:00.000,2015-03-27 00:00:00.000,92347.00,1
354,848,ORD_354,2015-02-11 00:00:00.000,2015-05-17 00:00:00.000,67674.00,3
355,373,ORD_355,2015-03-31 00:00:00.000,2015-06-20 00:00:00.000,14585.00,5
356,494,ORD_356,2015-01-15 00:00:00.000,2015-06-13 00:00:00.000,39506.00,5
357,113,ORD_357,2015-04-13 00:00:00.000,2015-06-09 00:00:00.000,2845.00,2
358,509,ORD_358,2015-05-29 00:00:00.000,2015-06-29 00:00:00.000,32350.00,4
359,492,ORD_359,2015-06-16 00:00:00.000,2015-06-28 00:00:00.000,18298.00,1
360,675,ORD_360,2015-05-14 00:00:00.000,2015-05-30 00:00:00.000,71161.00,5
361,897,ORD_361,2015-05-20 00:00:00.000,2015-05-20 00:00:00.000,9544.00,6
362,827,ORD_362,2015-06-11 00:00:00.000,2015-06-12 00:00:00.000,49169.00,6
363,819,ORD_363,2015-02-13 00:00:00.000,2015-05-11 00:00:00.000,48953.00,5
364,417,ORD_364,2015-02-08 00:00:00.000,2015-05-20 00:00:00.000,90355.00,3
365,354,ORD_365,2015-06-02 00:00:00.000,2015-06-25 00:00:00.000,52951.00,6
366,305,ORD_366,2015-02-02 00:00:00.000,2015-04-03 00:00:00.000,53380.00,6
367,746,ORD_367,2015-01-13 00:00:00.000,2015-04-29 00:00:00.000,47135.00,5
368,720,ORD_368,2015-06-18 00:00:00.000,2015-06-18 00:00:00.000,23731.00,6
369,509,ORD_369,2015-06-13 00:00:00.000,2015-06-30 00:00:00.000,12165.00,2
370,593,ORD_370,2015-03-13 00:00:00.000,2015-05-30 00:00:00.000,44349.00,2
371,521,ORD_371,2015-03-07 00:00:00.000,2015-04-11 00:00:00.000,31455.00,4
372,201,ORD_372,2015-01-06 00:00:00.000,2015-05-27 00:00:00.000,39459.00,3
373,404,ORD_373,2015-03-24 00:00:00.000,2015-03-31 00:00:00.000,10006.00,5
374,800,ORD_374,2015-05-29 00:00:00.000,2015-06-20 00:00:00.000,4458.00,1
375,754,ORD_375,2015-06-16 00:00:00.000,2015-06-24 00:00:00.000,6232.00,5
376,723,ORD_376,2015-03-16 00:00:00.000,2015-06-08 00:00:00.000,27543.00,2
377,78,ORD_377,2015-06-27 00:00:00.000,2015-06-30 00:00:00.000,25011.00,1
378,981,ORD_378,2015-06-28 00:00:00.000,2015-06-30 00:00:00.000,31836.00,7
379,628,ORD_379,2015-04-21 00:00:00.000,2015-06-29 00:00:00.000,97000.00,3
380,677,ORD_380,2015-05-25 00:00:00.000,2015-06-12 00:00:00.000,64328.00,3
381,905,ORD_381,2015-02-15 00:00:00.000,2015-02-18 00:00:00.000,98569.00,2
382,945,ORD_382,2015-02-18 00:00:00.000,2015-06-23 00:00:00.000,90397.00,5
383,1001,ORD_383,2015-03-18 00:00:00.000,2015-03-26 00:00:00.000,72392.00,3
384,847,ORD_384,2015-02-20 00:00:00.000,2015-06-01 00:00:00.000,6092.00,1
385,17,ORD_385,2015-06-21 00:00:00.000,2015-06-21 00:00:00.000,58637.00,7
386,41,ORD_386,2015-01-19 00:00:00.000,2015-06-20 00:00:00.000,86192.00,5
387,987,ORD_387,2015-03-06 00:00:00.000,2015-04-26 00:00:00.000,72146.00,7
388,152,ORD_388,2015-04-18 00:00:00.000,2015-05-02 00:00:00.000,29268.00,2
389,456,ORD_389,2015-05-20 00:00:00.000,2015-05-20 00:00:00.000,3021.00,3
390,137,ORD_390,2015-05-21 00:00:00.000,2015-06-10 00:00:00.000,21898.00,7
391,357,ORD_391,2015-01-04 00:00:00.000,2015-05-05 00:00:00.000,85480.00,1
392,19,ORD_392,2015-04-16 00:00:00.000,2015-04-30 00:00:00.000,89261.00,3
393,62,ORD_393,2015-01-26 00:00:00.000,2015-05-27 00:00:00.000,74964.00,4
394,463,ORD_394,2015-06-23 00:00:00.000,2015-06-30 00:00:00.000,70290.00,3
395,50,ORD_395,2015-06-16 00:00:00.000,2015-06-21 00:00:00.000,21012.00,3
396,919,ORD_396,2015-02-17 00:00:00.000,2015-05-23 00:00:00.000,51034.00,5
397,665,ORD_397,2015-03-10 00:00:00.000,2015-04-20 00:00:00.000,16539.00,5
398,718,ORD_398,2015-04-16 00:00:00.000,2015-05-10 00:00:00.000,9538.00,3
399,1011,ORD_399,2015-06-01 00:00:00.000,2015-06-16 00:00:00.000,53350.00,3
400,449,ORD_400,2015-03-07 00:00:00.000,2015-04-29 00:00:00.000,42185.00,5
401,759,ORD_401,2015-04-20 00:00:00.000,2015-05-11 00:00:00.000,94621.00,6
402,185,ORD_402,2015-04-19 00:00:00.000,2015-05-11 00:00:00.000,75865.00,2
403,699,ORD_403,2015-03-03 00:00:00.000,2015-04-08 00:00:00.000,60959.00,4
404,734,ORD_404,2015-05-04 00:00:00.000,2015-06-24 00:00:00.000,12545.00,2
405,372,ORD_405,2015-05-07 00:00:00.000,2015-06-23 00:00:00.000,10668.00,6
406,821,ORD_406,2015-06-17 00:00:00.000,2015-06-24 00:00:00.000,37054.00,1
407,399,ORD_407,2015-02-14 00:00:00.000,2015-03-20 00:00:00.000,86231.00,5
408,427,ORD_408,2015-01-22 00:00:00.000,2015-01-22 00:00:00.000,33650.00,7
409,400,ORD_409,2015-04-04 00:00:00.000,2015-06-26 00:00:00.000,93886.00,1
410,82,ORD_410,2015-04-12 00:00:00.000,2015-06-13 00:00:00.000,99310.00,7
411,1000,ORD_411,2015-03-05 00:00:00.000,2015-04-20 00:00:00.000,82154.00,5
412,852,ORD_412,2015-02-10 00:00:00.000,2015-04-07 00:00:00.000,26369.00,7
413,81,ORD_413,2015-05-11 00:00:00.000,2015-06-11 00:00:00.000,84860.00,4
414,990,ORD_414,2015-04-20 00:00:00.000,2015-05-17 00:00:00.000,65516.00,5
415,34,ORD_415,2015-03-14 00:00:00.000,2015-06-24 00:00:00.000,73711.00,4
416,447,ORD_416,2015-02-27 00:00:00.000,2015-06-30 00:00:00.000,89750.00,2
417,198,ORD_417,2015-06-02 00:00:00.000,2015-06-28 00:00:00.000,76834.00,5
418,825,ORD_418,2015-05-29 00:00:00.000,2015-06-16 00:00:00.000,10887.00,4
419,41,ORD_419,2015-02-04 00:00:00.000,2015-04-13 00:00:00.000,64300.00,2
420,293,ORD_420,2015-02-05 00:00:00.000,2015-04-22 00:00:00.000,23144.00,5
421,759,ORD_421,2015-04-20 00:00:00.000,2015-05-27 00:00:00.000,45134.00,1
422,23,ORD_422,2015-02-06 00:00:00.000,2015-02-21 00:00:00.000,49085.00,5
423,9,ORD_423,2015-01-20 00:00:00.000,2015-05-23 00:00:00.000,34771.00,2
424,33,ORD_424,2015-06-21 00:00:00.000,2015-06-25 00:00:00.000,28973.00,4
425,635,ORD_425,2015-05-23 00:00:00.000,2015-06-07 00:00:00.000,99017.00,3
426,708,ORD_426,2015-03-10 00:00:00.000,2015-06-17 00:00:00.000,4315.00,6
427,436,ORD_427,2015-06-04 00:00:00.000,2015-06-09 00:00:00.000,87507.00,2
428,132,ORD_428,2015-04-21 00:00:00.000,2015-05-23 00:00:00.000,95362.00,1
429,998,ORD_429,2015-02-20 00:00:00.000,2015-05-07 00:00:00.000,47487.00,1
430,436,ORD_430,2015-02-11 00:00:00.000,2015-05-29 00:00:00.000,99981.00,5
431,438,ORD_431,2015-04-05 00:00:00.000,2015-06-17 00:00:00.000,75483.00,7
432,588,ORD_432,2015-04-22 00:00:00.000,2015-06-14 00:00:00.000,68797.00,1
433,698,ORD_433,2015-06-28 00:00:00.000,2015-06-30 00:00:00.000,75120.00,2
434,250,ORD_434,2015-03-15 00:00:00.000,2015-04-12 00:00:00.000,17365.00,6
435,953,ORD_435,2015-01-27 00:00:00.000,2015-05-11 00:00:00.000,31577.00,6
436,94,ORD_436,2015-05-26 00:00:00.000,2015-06-11 00:00:00.000,4877.00,7
437,13,ORD_437,2015-02-23 00:00:00.000,2015-04-21 00:00:00.000,23267.00,1
438,491,ORD_438,2015-02-02 00:00:00.000,2015-03-20 00:00:00.000,26789.00,5
439,893,ORD_439,2015-04-01 00:00:00.000,2015-06-30 00:00:00.000,13429.00,1
440,930,ORD_440,2015-05-12 00:00:00.000,2015-06-11 00:00:00.000,4150.00,5
441,693,ORD_441,2015-03-10 00:00:00.000,2015-05-31 00:00:00.000,82915.00,4
442,83,ORD_442,2015-03-21 00:00:00.000,2015-04-07 00:00:00.000,42976.00,2
443,761,ORD_443,2015-04-05 00:00:00.000,2015-05-28 00:00:00.000,13581.00,6
444,524,ORD_444,2015-02-26 00:00:00.000,2015-03-20 00:00:00.000,85477.00,1
445,55,ORD_445,2015-06-11 00:00:00.000,2015-06-29 00:00:00.000,40554.00,3
446,280,ORD_446,2015-01-17 00:00:00.000,2015-05-02 00:00:00.000,2848.00,1
447,871,ORD_447,2015-03-20 00:00:00.000,2015-05-25 00:00:00.000,83976.00,4
448,1004,ORD_448,2015-05-26 00:00:00.000,2015-06-10 00:00:00.000,54218.00,2
449,250,ORD_449,2015-04-14 00:00:00.000,2015-04-25 00:00:00.000,69440.00,7
450,529,ORD_450,2015-03-31 00:00:00.000,2015-05-21 00:00:00.000,94515.00,2
451,794,ORD_451,2015-02-18 00:00:00.000,2015-02-18 00:00:00.000,76991.00,5
452,155,ORD_452,2015-06-11 00:00:00.000,2015-06-17 00:00:00.000,73761.00,1
453,26,ORD_453,2015-06-16 00:00:00.000,2015-06-27 00:00:00.000,49050.00,1
454,184,ORD_454,2015-03-26 00:00:00.000,2015-06-25 00:00:00.000,28803.00,1
455,168,ORD_455,2015-01-13 00:00:00.000,2015-06-29 00:00:00.000,5812.00,2
456,524,ORD_456,2015-04-26 00:00:00.000,2015-05-11 00:00:00.000,6313.00,6
457,133,ORD_457,2015-02-21 00:00:00.000,2015-03-14 00:00:00.000,97331.00,4
458,5,ORD_458,2015-01-15 00:00:00.000,2015-02-05 00:00:00.000,82739.00,6
459,210,ORD_459,2015-01-31 00:00:00.000,2015-04-13 00:00:00.000,66230.00,1
460,438,ORD_460,2015-04-01 00:00:00.000,2015-04-29 00:00:00.000,84889.00,1
461,601,ORD_461,2015-05-22 00:00:00.000,2015-06-04 00:00:00.000,54185.00,7
462,515,ORD_462,2015-04-11 00:00:00.000,2015-06-24 00:00:00.000,2470.00,4
463,869,ORD_463,2015-06-20 00:00:00.000,2015-06-21 00:00:00.000,72121.00,6
464,157,ORD_464,2015-01-07 00:00:00.000,2015-06-10 00:00:00.000,98317.00,1
465,318,ORD_465,2015-01-29 00:00:00.000,2015-04-13 00:00:00.000,26040.00,6
466,401,ORD_466,2015-05-30 00:00:00.000,2015-06-07 00:00:00.000,94142.00,5
467,163,ORD_467,2015-01-14 00:00:00.000,2015-03-10 00:00:00.000,40793.00,6
468,698,ORD_468,2015-06-03 00:00:00.000,2015-06-18 00:00:00.000,63916.00,1
469,102,ORD_469,2015-03-14 00:00:00.000,2015-06-29 00:00:00.000,16185.00,5
470,514,ORD_470,2015-02-12 00:00:00.000,2015-03-25 00:00:00.000,96949.00,5
471,99,ORD_471,2015-03-07 00:00:00.000,2015-03-29 00:00:00.000,1288.00,7
472,235,ORD_472,2015-01-23 00:00:00.000,2015-06-17 00:00:00.000,98573.00,1
473,507,ORD_473,2015-03-28 00:00:00.000,2015-04-12 00:00:00.000,67539.00,1
474,969,ORD_474,2015-04-06 00:00:00.000,2015-05-05 00:00:00.000,21062.00,6
475,450,ORD_475,2015-01-05 00:00:00.000,2015-04-19 00:00:00.000,89869.00,2
476,923,ORD_476,2015-05-20 00:00:00.000,2015-06-27 00:00:00.000,5747.00,3
477,1014,ORD_477,2015-02-21 00:00:00.000,2015-02-23 00:00:00.000,96285.00,3
478,407,ORD_478,2015-05-08 00:00:00.000,2015-05-29 00:00:00.000,28304.00,6
479,492,ORD_479,2015-03-13 00:00:00.000,2015-03-20 00:00:00.000,45952.00,1
480,130,ORD_480,2015-06-21 00:00:00.000,2015-06-29 00:00:00.000,41974.00,2
481,442,ORD_481,2015-04-28 00:00:00.000,2015-06-30 00:00:00.000,3721.00,6
482,724,ORD_482,2015-06-20 00:00:00.000,2015-06-30 00:00:00.000,99367.00,4
483,824,ORD_483,2015-04-29 00:00:00.000,2015-05-27 00:00:00.000,41360.00,7
484,860,ORD_484,2015-01-01 00:00:00.000,2015-06-24 00:00:00.000,83450.00,1
485,284,ORD_485,2015-03-11 00:00:00.000,2015-04-15 00:00:00.000,33313.00,3
486,963,ORD_486,2015-04-06 00:00:00.000,2015-04-29 00:00:00.000,67587.00,2
487,824,ORD_487,2015-02-06 00:00:00.000,2015-04-27 00:00:00.000,29432.00,4
488,653,ORD_488,2015-01-20 00:00:00.000,2015-06-09 00:00:00.000,85582.00,5
489,221,ORD_489,2015-06-19 00:00:00.000,2015-06-25 00:00:00.000,28573.00,5
490,55,ORD_490,2015-06-13 00:00:00.000,2015-06-29 00:00:00.000,5449.00,4
491,280,ORD_491,2015-01-24 00:00:00.000,2015-02-12 00:00:00.000,44446.00,1
492,337,ORD_492,2015-03-28 00:00:00.000,2015-05-02 00:00:00.000,66937.00,5
493,909,ORD_493,2015-05-05 00:00:00.000,2015-06-16 00:00:00.000,93852.00,4
494,370,ORD_494,2015-02-10 00:00:00.000,2015-05-18 00:00:00.000,14230.00,5
495,718,ORD_495,2015-03-13 00:00:00.000,2015-06-27 00:00:00.000,3897.00,2
496,686,ORD_496,2015-06-04 00:00:00.000,2015-06-17 00:00:00.000,95335.00,2
497,997,ORD_497,2015-05-07 00:00:00.000,2015-05-18 00:00:00.000,87808.00,7
498,252,ORD_498,2015-05-03 00:00:00.000,2015-05-23 00:00:00.000,21368.00,7
499,443,ORD_499,2015-01-18 00:00:00.000,2015-04-20 00:00:00.000,90451.00,7
500,466,ORD_500,2015-01-24 00:00:00.000,2015-04-17 00:00:00.000,86388.00,6
501,167,ORD_501,2015-02-05 00:00:00.000,2015-03-01 00:00:00.000,9100.00,5
502,620,ORD_502,2015-06-19 00:00:00.000,2015-06-22 00:00:00.000,22961.00,1
503,468,ORD_503,2015-06-10 00:00:00.000,2015-06-30 00:00:00.000,31186.00,5
504,279,ORD_504,2015-03-15 00:00:00.000,2015-03-15 00:00:00.000,57710.00,3
505,902,ORD_505,2015-02-09 00:00:00.000,2015-04-02 00:00:00.000,43795.00,5
506,441,ORD_506,2015-01-21 00:00:00.000,2015-05-10 00:00:00.000,17547.00,1
507,617,ORD_507,2015-05-23 00:00:00.000,2015-06-29 00:00:00.000,14406.00,6
508,503,ORD_508,2015-04-01 00:00:00.000,2015-06-28 00:00:00.000,99987.00,1
509,255,ORD_509,2015-01-15 00:00:00.000,2015-03-14 00:00:00.000,75965.00,2
510,884,ORD_510,2015-04-20 00:00:00.000,2015-06-14 00:00:00.000,61456.00,7
511,94,ORD_511,2015-01-11 00:00:00.000,2015-01-11 00:00:00.000,45514.00,4
512,524,ORD_512,2015-03-01 00:00:00.000,2015-06-22 00:00:00.000,1756.00,1
513,362,ORD_513,2015-01-17 00:00:00.000,2015-02-20 00:00:00.000,49617.00,6
514,546,ORD_514,2015-01-17 00:00:00.000,2015-04-21 00:00:00.000,52762.00,6
515,645,ORD_515,2015-02-02 00:00:00.000,2015-04-07 00:00:00.000,56981.00,1
516,648,ORD_516,2015-06-23 00:00:00.000,2015-06-30 00:00:00.000,77694.00,4
517,369,ORD_517,2015-05-19 00:00:00.000,2015-05-31 00:00:00.000,7620.00,1
518,989,ORD_518,2015-02-15 00:00:00.000,2015-06-04 00:00:00.000,86228.00,1
519,394,ORD_519,2015-06-14 00:00:00.000,2015-06-28 00:00:00.000,96056.00,7
520,828,ORD_520,2015-06-21 00:00:00.000,2015-06-29 00:00:00.000,41442.00,6
521,350,ORD_521,2015-03-22 00:00:00.000,2015-03-27 00:00:00.000,75613.00,5
522,372,ORD_522,2015-03-24 00:00:00.000,2015-06-02 00:00:00.000,77627.00,2
523,251,ORD_523,2015-03-26 00:00:00.000,2015-05-01 00:00:00.000,66304.00,1
524,770,ORD_524,2015-05-18 00:00:00.000,2015-06-16 00:00:00.000,41065.00,5
525,736,ORD_525,2015-05-25 00:00:00.000,2015-06-18 00:00:00.000,73711.00,1
526,524,ORD_526,2015-06-09 00:00:00.000,2015-06-09 00:00:00.000,95434.00,3
527,587,ORD_527,2015-04-19 00:00:00.000,2015-05-01 00:00:00.000,72994.00,4
528,88,ORD_528,2015-04-20 00:00:00.000,2015-06-05 00:00:00.000,22831.00,3
529,1014,ORD_529,2015-06-25 00:00:00.000,2015-06-25 00:00:00.000,30379.00,6
530,631,ORD_530,2015-03-05 00:00:00.000,2015-04-05 00:00:00.000,60810.00,6
531,52,ORD_531,2015-01-09 00:00:00.000,2015-02-19 00:00:00.000,73308.00,1
532,957,ORD_532,2015-06-27 00:00:00.000,2015-06-30 00:00:00.000,60897.00,6
533,234,ORD_533,2015-01-02 00:00:00.000,2015-04-21 00:00:00.000,49776.00,2
534,753,ORD_534,2015-01-14 00:00:00.000,2015-06-19 00:00:00.000,60498.00,4
535,508,ORD_535,2015-03-07 00:00:00.000,2015-05-01 00:00:00.000,89818.00,1
536,92,ORD_536,2015-03-26 00:00:00.000,2015-05-13 00:00:00.000,41068.00,2
537,824,ORD_537,2015-03-11 00:00:00.000,2015-06-05 00:00:00.000,31918.00,5
538,126,ORD_538,2015-01-19 00:00:00.000,2015-03-03 00:00:00.000,91578.00,5
539,1001,ORD_539,2015-04-21 00:00:00.000,2015-05-22 00:00:00.000,9966.00,5
540,439,ORD_540,2015-05-26 00:00:00.000,2015-05-27 00:00:00.000,20241.00,1
541,918,ORD_541,2015-04-09 00:00:00.000,2015-06-05 00:00:00.000,63664.00,5
542,584,ORD_542,2015-03-27 00:00:00.000,2015-04-07 00:00:00.000,24433.00,5
543,158,ORD_543,2015-01-26 00:00:00.000,2015-06-18 00:00:00.000,23035.00,4
544,48,ORD_544,2015-01-22 00:00:00.000,2015-06-05 00:00:00.000,90350.00,5
545,440,ORD_545,2015-01-11 00:00:00.000,2015-06-10 00:00:00.000,66688.00,6
546,637,ORD_546,2015-01-28 00:00:00.000,2015-02-21 00:00:00.000,71911.00,5
547,63,ORD_547,2015-02-02 00:00:00.000,2015-02-12 00:00:00.000,39564.00,2
548,168,ORD_548,2015-01-07 00:00:00.000,2015-01-09 00:00:00.000,99322.00,7
549,485,ORD_549,2015-03-10 00:00:00.000,2015-03-29 00:00:00.000,80960.00,2
550,887,ORD_550,2015-01-03 00:00:00.000,2015-03-11 00:00:00.000,51701.00,6
551,806,ORD_551,2015-02-21 00:00:00.000,2015-03-14 00:00:00.000,38316.00,5
552,108,ORD_552,2015-06-29 00:00:00.000,2015-06-30 00:00:00.000,8765.00,6
553,354,ORD_553,2015-02-28 00:00:00.000,2015-04-07 00:00:00.000,28382.00,2
554,52,ORD_554,2015-06-16 00:00:00.000,2015-06-24 00:00:00.000,62834.00,5
555,505,ORD_555,2015-04-23 00:00:00.000,2015-04-29 00:00:00.000,34040.00,7
556,410,ORD_556,2015-03-09 00:00:00.000,2015-04-07 00:00:00.000,14096.00,5
557,963,ORD_557,2015-03-01 00:00:00.000,2015-03-02 00:00:00.000,32972.00,7
558,151,ORD_558,2015-03-30 00:00:00.000,2015-04-18 00:00:00.000,89379.00,7
559,273,ORD_559,2015-05-25 00:00:00.000,2015-06-24 00:00:00.000,89208.00,4
560,412,ORD_560,2015-01-09 00:00:00.000,2015-04-20 00:00:00.000,84289.00,3
561,118,ORD_561,2015-05-25 00:00:00.000,2015-06-30 00:00:00.000,69693.00,2
562,168,ORD_562,2015-05-28 00:00:00.000,2015-06-20 00:00:00.000,77378.00,1
563,181,ORD_563,2015-03-16 00:00:00.000,2015-03-19 00:00:00.000,51755.00,4
564,688,ORD_564,2015-01-10 00:00:00.000,2015-04-12 00:00:00.000,53579.00,2
565,55,ORD_565,2015-03-01 00:00:00.000,2015-04-11 00:00:00.000,18137.00,5
566,73,ORD_566,2015-06-08 00:00:00.000,2015-06-29 00:00:00.000,33762.00,6
567,431,ORD_567,2015-06-23 00:00:00.000,2015-06-27 00:00:00.000,96232.00,4
568,452,ORD_568,2015-06-09 00:00:00.000,2015-06-11 00:00:00.000,26972.00,4
569,383,ORD_569,2015-03-01 00:00:00.000,2015-04-19 00:00:00.000,28451.00,7
570,870,ORD_570,2015-03-01 00:00:00.000,2015-06-19 00:00:00.000,39374.00,7
571,84,ORD_571,2015-06-21 00:00:00.000,2015-06-29 00:00:00.000,76325.00,7
572,726,ORD_572,2015-05-08 00:00:00.000,2015-06-02 00:00:00.000,69028.00,5
573,248,ORD_573,2015-06-30 00:00:00.000,2015-06-30 00:00:00.000,93059.00,5
574,121,ORD_574,2015-04-06 00:00:00.000,2015-05-14 00:00:00.000,58748.00,5
575,913,ORD_575,2015-05-14 00:00:00.000,2015-06-03 00:00:00.000,76933.00,5
576,908,ORD_576,2015-06-04 00:00:00.000,2015-06-10 00:00:00.000,94705.00,3
577,448,ORD_577,2015-05-06 00:00:00.000,2015-05-10 00:00:00.000,5176.00,4
578,211,ORD_578,2015-03-29 00:00:00.000,2015-04-17 00:00:00.000,94928.00,5
579,284,ORD_579,2015-06-19 00:00:00.000,2015-06-21 00:00:00.000,87127.00,6
580,626,ORD_580,2015-02-22 00:00:00.000,2015-05-02 00:00:00.000,54170.00,5
581,392,ORD_581,2015-03-11 00:00:00.000,2015-06-26 00:00:00.000,50474.00,6
582,542,ORD_582,2015-06-11 00:00:00.000,2015-06-24 00:00:00.000,8633.00,2
583,351,ORD_583,2015-06-14 00:00:00.000,2015-06-26 00:00:00.000,87985.00,3
584,531,ORD_584,2015-06-17 00:00:00.000,2015-06-21 00:00:00.000,16174.00,3
585,555,ORD_585,2015-05-07 00:00:00.000,2015-06-03 00:00:00.000,20559.00,1
586,199,ORD_586,2015-05-06 00:00:00.000,2015-05-09 00:00:00.000,58721.00,5
587,265,ORD_587,2015-06-14 00:00:00.000,2015-06-15 00:00:00.000,15100.00,2
588,283,ORD_588,2015-05-30 00:00:00.000,2015-05-30 00:00:00.000,79572.00,4
589,429,ORD_589,2015-05-19 00:00:00.000,2015-06-11 00:00:00.000,88092.00,3
590,404,ORD_590,2015-05-20 00:00:00.000,2015-06-08 00:00:00.000,42621.00,7
591,310,ORD_591,2015-06-07 00:00:00.000,2015-06-26 00:00:00.000,84205.00,4
592,3,ORD_592,2015-05-24 00:00:00.000,2015-06-09 00:00:00.000,43541.00,1
593,194,ORD_593,2015-06-04 00:00:00.000,2015-06-26 00:00:00.000,3395.00,5
